movieId,title,genres,rating
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.893707794587238
2,Jumanji (1995),Adventure|Children|Fantasy,3.2515271586594023
3,Grumpier Old Men (1995),Comedy|Romance,3.142028126058963
4,Waiting to Exhale (1995),Comedy|Drama|Romance,2.85354736424891
5,Father of the Bride Part II (1995),Comedy,3.0584343520573674
6,Heat (1995),Action|Crime|Thriller,3.854908898649748
7,Sabrina (1995),Comedy|Romance,3.3636663369601054
8,Tom and Huck (1995),Adventure|Children,3.1145833333333335
9,Sudden Death (1995),Action,2.992050660199407
10,GoldenEye (1995),Action|Adventure|Thriller,3.42145763311516
11,"American President, The (1995)",Comedy|Drama|Romance,3.6571705198920315
12,Dracula: Dead and Loving It (1995),Comedy|Horror,2.6245656241646618
13,Balto (1995),Adventure|Animation|Children,3.333527696793003
14,Nixon (1995),Drama,3.4234888364494465
15,Cutthroat Island (1995),Action|Adventure|Romance,2.7190217391304348
16,Casino (1995),Crime|Drama,3.8237068028689416
17,Sense and Sensibility (1995),Drama|Romance,3.948806325713417
18,Four Rooms (1995),Comedy,3.3843505768515074
19,Ace Ventura: When Nature Calls (1995),Comedy,2.6421677802524126
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,2.869921875
21,Get Shorty (1995),Comedy|Crime|Thriller,3.5701620505454055
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,3.3200173216412256
23,Assassins (1995),Action|Crime|Thriller,3.145691333982473
24,Powder (1995),Drama|Sci-Fi,3.18758389261745
25,Leaving Las Vegas (1995),Drama|Romance,3.677304434479322
26,Othello (1995),Drama,3.606708513142409
27,Now and Then (1995),Children|Drama,3.4039315155358274
28,Persuasion (1995),Drama|Romance,4.03
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,3.936724864539434
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,3.6367924528301887
31,Dangerous Minds (1995),Drama,3.244838567977158
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,3.9057678412037236
33,Wings of Courage (1995),Adventure|Romance|IMAX,3.023076923076923
34,Babe (1995),Children|Drama,3.6031917599186163
35,Carrington (1995),Drama|Romance,3.4792899408284024
36,Dead Man Walking (1995),Crime|Drama,3.91868681658758
37,Across the Sea of Time (1995),Documentary|IMAX,2.993333333333333
38,It Takes Two (1995),Children|Comedy,2.870839936608558
39,Clueless (1995),Comedy|Romance,3.4187380861608845
40,"Cry, the Beloved Country (1995)",Drama,3.6267252195734003
41,Richard III (1995),Drama|War,3.843413033286451
42,Dead Presidents (1995),Action|Crime|Drama,3.0495652173913044
43,Restoration (1995),Drama,3.4499566724436743
44,Mortal Kombat (1995),Action|Adventure|Fantasy,2.6546241414996707
45,To Die For (1995),Comedy|Drama|Thriller,3.382907947260191
46,How to Make an American Quilt (1995),Drama|Romance,3.2634129456559364
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,4.0791663372598626
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,2.9777505385929723
49,When Night Is Falling (1995),Drama|Romance,3.5197368421052633
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.284353213163313
51,Guardian Angel (1994),Action|Drama|Thriller,2.607142857142857
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.532892426548051
53,Lamerica (1994),Adventure|Drama,3.6496350364963503
54,"Big Green, The (1995)",Children|Comedy,2.8411316648531013
55,Georgia (1995),Drama,3.220329024676851
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,1.9153846153846155
57,Home for the Holidays (1995),Drama,3.320438282647585
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,3.9679004101879234
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,3.56353591160221
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.0958892617449663
61,Eye for an Eye (1996),Drama|Thriller,3.3160919540229883
62,Mr. Holland's Opus (1995),Drama,3.715354676022366
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,3.083904109589041
64,Two if by Sea (1996),Comedy|Romance,2.81395966029724
65,Bio-Dome (1996),Comedy,2.37025520051469
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2.1376975169300225
67,Two Bits (1995),Drama,3.2975460122699385
68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.4301601423487544
69,Friday (1995),Comedy,3.5583216456287987
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.326568919110356
71,Fair Game (1995),Action,2.34567387687188
72,Kicking and Screaming (1995),Comedy|Drama,3.4868532654792195
73,"Misérables, Les (1995)",Drama|War,3.796035568729159
74,Bed of Roses (1996),Drama|Romance,3.2880989180834623
75,Big Bully (1996),Comedy|Drama,2.429657794676806
76,Screamers (1995),Action|Sci-Fi|Thriller,3.010046367851623
77,Nico Icon (1995),Documentary,3.4028436018957344
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.152790079716563
79,"Juror, The (1996)",Drama|Thriller,3.1199367713890536
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,3.7495145631067963
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.2527435982707016
82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.9923513986013988
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.644320297951583
84,Last Summer in the Hamptons (1995),Comedy|Drama,3.358156028368794
85,Angels and Insects (1995),Drama|Romance,3.526833265055305
86,White Squall (1996),Action|Adventure|Drama,3.4766641162968632
87,Dunston Checks In (1996),Children|Comedy,2.349680170575693
88,Black Sheep (1996),Comedy,3.107188160676533
89,Nick of Time (1995),Action|Thriller,3.1294022617124395
90,The Journey of August King (1995),Drama,3.3333333333333335
92,Mary Reilly (1996),Drama|Horror|Thriller,2.8500473036896876
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.4919938016528924
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.5279255319148937
95,Broken Arrow (1996),Action|Adventure|Thriller,3.077245421955237
96,In the Bleak Midwinter (1995),Comedy|Drama,3.7004504504504503
97,"Hate (Haine, La) (1995)",Crime|Drama,3.9862332695984706
98,Shopping (1994),Action|Thriller,2.5963855421686746
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.1010479041916166
100,City Hall (1996),Drama|Thriller,3.2212201591511938
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.7673501577287065
102,Mr. Wrong (1996),Comedy,2.4106463878326996
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.2552581261950286
104,Happy Gilmore (1996),Comedy,3.3943981240229286
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.3332222962469467
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.436
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.2168744804655027
108,Catwalk (1996),Documentary,3.0739130434782607
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,2.0625
110,Braveheart (1995),Action|Drama|War,4.002272573668559
111,Taxi Driver (1976),Crime|Drama|Thriller,4.083479216009336
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.40623288921336
113,Before and After (1996),Drama|Mystery,3.101010101010101
114,Margaret's Museum (1995),Drama,3.5891304347826085
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,3.5348837209302326
116,Anne Frank Remembered (1995),Documentary,3.9114285714285715
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.574430823117338
118,If Lucy Fell (1996),Comedy|Romance,2.9854368932038833
119,"Steal Big, Steal Little (1995)",Comedy,2.733739837398374
120,Race the Sun (1996),Adventure|Comedy|Drama,2.841549295774648
121,"Boys of St. Vincent, The (1992)",Drama,3.74869109947644
122,Boomerang (1992),Comedy|Romance,2.8593924191750277
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.9913693901035674
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.4966442953020134
125,Flirting With Disaster (1996),Comedy,3.744196843082637
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.318660647103085
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,3.1097560975609757
128,Jupiter's Wife (1994),Documentary,3.4859154929577465
129,Pie in the Sky (1996),Comedy|Romance,3.13953488372093
130,Angela (1995),Drama,3.2261904761904763
131,Frankie Starlight (1995),Drama|Romance,3.3106508875739644
132,Jade (1995),Thriller,2.777922077922078
133,Nueba Yol (1995),Comedy|Drama,2.6
134,Sonic Outlaws (1995),Documentary,3.4516129032258065
135,Down Periscope (1996),Comedy,3.0018543492919756
136,From the Journals of Jean Seberg (1995),Documentary,3.6277777777777778
137,Man of the Year (1995),Documentary,3.254854368932039
138,"Neon Bible, The (1995)",Drama,3.227642276422764
139,Target (1995),Action|Drama,3.111111111111111
140,Up Close and Personal (1996),Drama|Romance,3.287283110037338
141,"Birdcage, The (1996)",Comedy,3.5101652454593633
142,Shadows (Cienie) (1988),Drama,3.0135135135135136
143,Gospa (1995),Drama,1.9285714285714286
144,"Brothers McMullen, The (1995)",Comedy,3.4649743714913352
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.275515786183182
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.9029038112522687
147,"Basketball Diaries, The (1995)",Drama,3.5833728090952155
148,"Awfully Big Adventure, An (1995)",Drama,2.908955223880597
149,Amateur (1994),Crime|Drama|Thriller,3.68669314796425
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.87355561527172
151,Rob Roy (1995),Action|Drama|Romance|War,3.53139284174213
152,"Addiction, The (1995)",Drama|Horror,3.0869905956112853
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.8716600752387382
154,Beauty of the Day (Belle de jour) (1967),Drama,3.786777431637245
155,Beyond Rangoon (1995),Adventure|Drama|War,3.408390410958904
156,Blue in the Face (1995),Comedy|Drama,3.5088757396449703
157,Canadian Bacon (1995),Comedy|War,2.7942023026315788
158,Casper (1995),Adventure|Children,2.921479069028517
159,Clockers (1995),Crime|Drama|Mystery,3.4178361249434133
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.6022161264708004
161,Crimson Tide (1995),Drama|Thriller|War,3.739861235452104
162,Crumb (1994),Documentary,4.008077401029647
163,Desperado (1995),Action|Romance|Western,3.4392585818795722
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.4522562951882323
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.506566659749192
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.84407027818448
167,Feast of July (1995),Drama,3.076388888888889
168,First Knight (1995),Action|Drama|Romance,3.081881687151826
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.269546027742749
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.215710400207227
171,Jeffrey (1995),Comedy|Drama,3.599845797995374
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.7515630141493914
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.555359804851606
174,Jury Duty (1995),Comedy,2.449275362318841
175,Kids (1995),Drama,3.507799325463744
176,Living in Oblivion (1995),Comedy,3.8490694507489787
177,Lord of Illusions (1995),Horror,2.8892508143322475
178,Love & Human Remains (1993),Comedy|Drama,3.3929359823399556
179,Mad Love (1995),Drama|Romance,2.7305630026809653
180,Mallrats (1995),Comedy|Romance,3.5757829309108295
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.9535250098463963
182,Moonlight and Valentino (1995),Drama|Romance,3.0754716981132075
183,Mute Witness (1994),Comedy|Horror|Thriller,3.3623063683304646
184,Nadja (1994),Drama,3.0670926517571884
185,"Net, The (1995)",Action|Crime|Thriller,3.102854287948562
186,Nine Months (1995),Comedy|Romance,2.8772434974565697
187,Party Girl (1995),Comedy,3.4314285714285715
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.3334728033472802
189,Reckless (1995),Comedy|Fantasy,2.991776315789474
190,Safe (1995),Thriller,3.578174186778594
191,"Scarlet Letter, The (1995)",Drama|Romance,2.684565916398714
192,The Show (1995),Documentary,3.037974683544304
