IMDb id,Name,type,Running Time,Year,Age,IMDb Rating,genres,platform
tt0305714,Kadhal Desam,Movie,142,1996,G,6.7,Comedy,Amazon Prime
tt0087469,Indiana Jones and the Temple of Doom,Movie,118,1984,R,7.5,Action,Amazon Prime
tt0437238,Hulchul,Movie,148,2004,G,7,Action,Amazon Prime
tt0317238,Chinna Kannamma,Movie,130,1993,G,6.7,\N,Amazon Prime
tt0400764,Vismayathumbathu,Movie,149,2004,G,5.1,Comedy,Amazon Prime
tt0072783,Chupke Chupke,Movie,129,1975,G,8.3,Comedy,Amazon Prime
tt0275535,Mulamoottil Adima,Movie,129,1985,G,6.8,\N,Amazon Prime
tt1194173,The Bourne Legacy,Movie,134,2012,PG-13,6.6,Action,Amazon Prime
tt3045616,Mortdecai,Movie,106,2015,R,5.5,Action,Amazon Prime
tt3866846,The Gift,Movie,107,2015,PG-13,9,Action,Amazon Prime
tt7208648,Jawaan,Movie,129,2017,PG-13,4.7,Action,Amazon Prime
tt1301698,1920,Movie,138,2008,R,6.4,Horror,Amazon Prime
tt0118048,Unlikely Angel,Movie,91,1996,PG-13,6.5,Comedy,Amazon Prime
tt2870648,Amy,Movie,123,2015,R,7.8,Biography,Amazon Prime
tt0253618,Saboot,Movie,132,1980,R,6.5,Mystery,Amazon Prime
tt2302755,Olympus Has Fallen,Movie,114,2013,R,6.5,Action,Amazon Prime
tt4594194,2 Penkuttikal,Movie,82,2016,G,6.4,Drama,Amazon Prime
tt0271601,Kottayam Kunjachan,Movie,119,1990,G,7.4,Action,Amazon Prime
tt7323718,Nawab,Movie,133,1991,G,7.4,Drama,Amazon Prime
tt1133985,Green Lantern,Movie,113,2011,G,5.5,Action,Amazon Prime
tt5048612,Bas Ek Chance,Movie,143,2015,PG-13,6.9,Drama,Amazon Prime
tt1629241,Bumm Bumm Bole,Movie,123,2010,G,6.1,Drama,Amazon Prime
tt9049340,Lukan Michi,Movie,134,2019,G,4.7,Comedy,Amazon Prime
tt0116748,Karobaar: The Business of Love,Movie,147,2000,PG-13,4.5,Drama,Amazon Prime
tt10778840,Dwitiyo Purush,Movie,127,2020,PG-13,6.1,Drama,Amazon Prime
tt0468569,The Dark Knight,Movie,152,2008,PG-13,9,Action,Amazon Prime
tt0116690,Jeet,Movie,160,1996,PG-13,5.7,Action,Amazon Prime
tt6369298,Arjan,Movie,148,2017,PG-13,6.4,Comedy,Amazon Prime
tt0267130,Yodha,Movie,140,1991,G,4.7,Action,Amazon Prime
tt5344420,Out of a Jam,Movie,59,2015,G,8.5,Documentary,Amazon Prime
tt10427034,Kadina Raja,Movie,126,1985,G,8.3,\N,Amazon Prime
tt0417741,Harry Potter and the Half-Blood Prince,Movie,153,2009,PG-13,7.6,Action,Amazon Prime
tt0478868,Koi Mere Dil Mein Hai,Movie,128,2005,PG-13,4.7,Drama,Amazon Prime
tt3121604,Duniyadari,Movie,145,2013,PG-13,7.4,Drama,Amazon Prime
tt0355786,Moonu Kodiyum Munnooru Pavanum,Movie,132,1997,G,3.8,Comedy,Amazon Prime
tt3300572,Stung,Movie,87,2015,R,5.1,Action,Amazon Prime
tt0117437,Raja Hindustani,Movie,170,1996,G,6.2,Action,Amazon Prime
tt4788726,The Unsound,Movie,108,2013,G,4.8,Thriller,Amazon Prime
tt0770214,Kabul Express,Movie,104,2006,PG-13,6.8,Adventure,Amazon Prime
tt11264088,Tattoos,Movie,56,2019,PG-13,7.6,Comedy,Amazon Prime
tt0404929,Dui Purush,Movie,124,1978,G,6.1,Family,Amazon Prime
tt7514302,Bhalwan Singh,Movie,124,2017,PG-13,6.5,Family,Amazon Prime
tt0305357,Charlie's Angels: Full Throttle,Movie,105,2003,R,4.9,Action,Amazon Prime
tt0383719,Xcuse Me,Movie,144,2003,G,5.7,Comedy,Amazon Prime
tt1655461,Wild Oats,Movie,91,2016,PG-13,5.7,Action,Amazon Prime
tt8504014,Good Newwz,Movie,131,2019,PG-13,6.9,Comedy,Amazon Prime
tt0393452,Manassinakkare,Movie,152,2003,G,7.4,Comedy,Amazon Prime
tt3155736,Tuneega Tuneega,Movie,144,2012,G,3.7,Drama,Amazon Prime
tt6198990,Remembrance,Movie,19,2016,G,8.3,Action,Amazon Prime
tt1073498,Meet the Spartans,Movie,83,2008,R,2.8,Comedy,Amazon Prime
tt0872190,Cash,Movie,132,2007,PG-13,3.4,Action,Amazon Prime
tt3243876,Orajnoitik Noy,Movie,75,2013,G,6.3,Drama,Amazon Prime
tt10323168,Devaki,Movie,126,2019,PG-13,5.7,Thriller,Amazon Prime
tt2637956,Mumbaicha Dabewala,Movie,149,2007,PG-13,5.3,Drama,Amazon Prime
tt0116950,Maachis,Movie,156,1996,R,7.8,Action,Amazon Prime
tt9253188,Kavacham,Movie,138,2018,PG-13,5.5,Action,Amazon Prime
tt0150992,Hum Dil De Chuke Sanam,Movie,188,1999,G,7.5,Comedy,Amazon Prime
tt0378072,Hum Tum,Movie,142,2004,PG,7,Comedy,Amazon Prime
tt2146960,Vazhakku Enn 18/9,Movie,122,2012,PG-13,8.3,Crime,Amazon Prime
tt1395025,Agent Vinod,Movie,149,2012,G,5.2,Action,Amazon Prime
tt2179136,American Sniper,Movie,132,2014,R,7.3,Action,Amazon Prime
tt7603558,Mantram,Movie,108,2017,PG-13,4.4,Horror,Amazon Prime
tt7853282,Oru Kuppai Kathai,Movie,114,2018,G,6.5,Drama,Amazon Prime
tt5644638,Kurukshetra,Movie,115,2013,G,7.9,Drama,Amazon Prime
tt1772989,Nagavalli,Movie,156,2010,G,4.5,Action,Amazon Prime
tt1240979,Yaariyan,Movie,157,2008,G,6.3,Comedy,Amazon Prime
tt0267739,Maza Pati Karodpati,Movie,132,1988,G,7.2,Drama,Amazon Prime
tt7794358,Barayan,Movie,151,2018,G,8.2,Comedy,Amazon Prime
tt7623264,"7, Roshan Villa",Movie,118,2016,PG-13,6.2,Thriller,Amazon Prime
tt3369096,Paisa,Movie,137,2013,R,6,Action,Amazon Prime
tt0165795,Geet Gaata Chal,Movie,138,1975,G,6.9,Comedy,Amazon Prime
tt10081104,Gidarh Singhi,Movie,115,2019,G,5.3,Comedy,Amazon Prime
tt0255494,Poochakkoru Mookkuthi,Movie,156,1984,G,6.8,Comedy,Amazon Prime
tt5344316,Tyag,Movie,154,2004,G,5.9,Action,Amazon Prime
tt0268373,Hum Se Hai Zamana,Movie,138,1983,G,6,Action,Amazon Prime
tt12385290,Dil Pardesi Ho Gaya,Movie,144,2013,PG-13,1.7,Drama,Amazon Prime
tt0316406,Pinjra,Movie,166,1972,G,7.9,Drama,Amazon Prime
tt8612886,Dhol Ratti,Movie,120,2018,PG-13,7.1,Family,Amazon Prime
tt1714206,The Spectacular Now,Movie,95,2013,PG-13,7.1,Comedy,Amazon Prime
tt1031385,Contract,Movie,117,2008,R,8,Crime,Amazon Prime
tt11375840,Amaanat,Movie,117,2019,G,6.4,Drama,Amazon Prime
tt0780534,My Mom's New Boyfriend,Movie,93,2008,R,5.3,Comedy,Amazon Prime
tt8157482,Oxygen,Movie,149,2018,PG-13,8.2,Drama,Amazon Prime
tt7860294,Krishna Babu,Movie,148,1999,G,4.7,Crime,Amazon Prime
tt1126516,Money Hai Toh Honey Hai,Movie,137,2008,G,2.8,Comedy,Amazon Prime
tt0964824,300,Movie,116,2007,R,7.8,Documentary,Amazon Prime
tt0112485,Betaaj Badshah,Movie,146,1994,PG-13,4.9,Action,Amazon Prime
tt7329858,Pari,Movie,134,2018,R,6.6,Fantasy,Amazon Prime
tt7296984,Birth of the Dragon,Movie,91,2017,PG-13,6.2,Comedy,Amazon Prime
tt1649419,The Impossible,Movie,113,2012,PG-13,7.6,Drama,Amazon Prime
tt2995992,Aaha Kalyanam,Movie,141,2014,PG-13,6,Comedy,Amazon Prime
tt4060866,Code of Honor,Movie,106,2016,R,4.1,Action,Amazon Prime
tt2139881,Long Shot,Movie,125,2019,R,6.8,Comedy,Amazon Prime
tt7601594,Iblis,Movie,118,2018,G,6.5,Comedy,Amazon Prime
tt0946987,Chashme Bahaddar,Movie,145,2006,G,6.6,Action,Amazon Prime
tt2109248,Transformers: Age of Extinction,Movie,164,2014,PG-13,5.6,Action,Amazon Prime
tt2355773,Paradh,Movie,128,2010,PG-13,6.8,Drama,Amazon Prime
tt9673548,Tujha Tu Majha Mi,Movie,124,2017,PG-13,4.8,Drama,Amazon Prime
tt0106725,Dil Tera Aashiq,Movie,142,1993,G,5.1,Comedy,Amazon Prime
tt4642936,Warrior Savitri,Movie,121,2016,R,4.2,Action,Amazon Prime
tt1260689,Summer 2007,Movie,166,2008,PG-13,6.3,Crime,Amazon Prime
tt7408358,Mala Kahich Problem Nahi,Movie,132,2017,PG-13,7.3,Drama,Amazon Prime
tt2094766,Assassin's Creed,Movie,115,2016,PG-13,5.7,Action,Amazon Prime
tt0270880,Champion,Movie,143,2000,R,4.3,Action,Amazon Prime
tt5851492,Main Teri Tu Mera,Movie,133,2016,PG-13,6.2,Comedy,Amazon Prime
tt0440963,The Bourne Ultimatum,Movie,115,2007,PG-13,8,Action,Amazon Prime
tt0402901,The Cave,Movie,97,2005,PG-13,5.1,Action,Amazon Prime
tt0414951,The Quiet,Movie,96,2005,R,6.2,Crime,Amazon Prime
tt9905412,Ottam,Movie,119,2019,G,7.2,Drama,Amazon Prime
tt4366830,Grease Live!,Movie,130,2016,PG-13,7.3,Musical,Amazon Prime
tt4471622,Mitwaa,Movie,128,2015,PG-13,6.4,Musical,Amazon Prime
tt0298327,Fakira,Movie,139,1976,G,6.6,Action,Amazon Prime
tt1679290,Shuttlecock Boys,Movie,75,2011,G,6.2,Comedy,Amazon Prime
tt9056578,Love You Zindagi,Movie,129,2019,PG-13,5.8,Family,Amazon Prime
tt0273804,Mehndi,Movie,152,1998,PG-13,3.5,Drama,Amazon Prime
tt5438308,Speedunnodu,Movie,147,2016,PG-13,4.5,Comedy,Amazon Prime
tt0314006,Dum,Movie,134,2003,G,5.6,Action,Amazon Prime
tt10160362,Traveler,Movie,81,2019,PG-13,8,Reality-TV,Amazon Prime
tt9612164,Saak,Movie,120,2019,G,6.7,Comedy,Amazon Prime
tt11010430,Joker,Movie,121,2019,R,7.3,Talk-Show,Amazon Prime
tt0166008,Uphaar,Movie,122,1971,PG-13,7.2,Family,Amazon Prime
tt0121395,Imtihaan,Movie,151,1994,G,5.3,Action,Amazon Prime
tt0483131,Rajamanikyam,Movie,125,2005,G,7.8,Action,Amazon Prime
tt1263679,Firaaq,Movie,98,2008,PG-13,7.3,Drama,Amazon Prime
tt4710684,Shortcut: Disto Pan Nasto,Movie,116,2015,PG-13,6.3,Thriller,Amazon Prime
tt6141246,The Aeronauts,Movie,100,2019,PG-13,6.6,Action,Amazon Prime
tt8427168,Finally Bhalobasha,Movie,115,2019,PG-13,6.8,Drama,Amazon Prime
tt1590999,Indrajit,Movie,143,1992,G,7.7,Action,Amazon Prime
tt8269216,Parichayam,Movie,124,2018,G,8,Romance,Amazon Prime
tt0093779,The Princess Bride,Movie,98,1987,PG,8.1,Adventure,Amazon Prime
tt0114622,North Star,Movie,84,1996,R,4.9,Action,Amazon Prime
tt0158698,Karm,Movie,142,1977,G,6.6,Drama,Amazon Prime
tt0246839,Papa Kahte Hain,Movie,145,1996,G,4.7,Comedy,Amazon Prime
tt10394256,Jind Jaan,Movie,123,2019,PG-13,3,Drama,Amazon Prime
tt0333739,Kolilakkam,Movie,141,1981,G,7.2,Action,Amazon Prime
tt11112338,Halal Love Story,Movie,116,2020,PG-13,6.1,Comedy,Amazon Prime
tt0140534,Sathi Leelavathi,Movie,138,1995,G,8.2,Comedy,Amazon Prime
tt5808806,Kida Poosari Magudi,Movie,136,2016,G,5.6,Drama,Amazon Prime
tt1473059,Kudumba Thalaivan,Movie,136,1962,G,6.4,\N,Amazon Prime
tt0829482,Superbad,Movie,113,2007,R,7.6,Comedy,Amazon Prime
tt0217608,Laawaris,Movie,154,1999,PG-13,4.4,Action,Amazon Prime
tt0274115,Sundarakilladi,Movie,151,1998,G,6.1,Comedy,Amazon Prime
tt1625547,Kirayi Dada,Movie,124,1987,G,6.5,Action,Amazon Prime
tt0451631,Apaharan,Movie,161,2005,PG-13,7.4,Action,Amazon Prime
tt4643782,Amdavad Junction,Movie,91,2013,G,4.5,Mystery,Amazon Prime
tt0077451,Don,Movie,159,1978,G,7.8,Action,Amazon Prime
tt0865556,The Forbidden Kingdom,Movie,100,2008,PG-13,6.6,Action,Amazon Prime
tt0340163,Hostage,Movie,108,2005,R,6.5,Action,Amazon Prime
tt0075314,Taxi Driver,Movie,113,1976,R,8.2,Crime,Amazon Prime
tt7581902,Sonu Ke Titu Ki Sweety,Movie,137,2018,PG-13,7.1,Comedy,Amazon Prime
tt5764096,Hindi Medium,Movie,131,2017,G,7.9,Comedy,Amazon Prime
tt6280328,Raju Gari Gadhi 2,Movie,122,2017,PG-13,5.3,Comedy,Amazon Prime
tt9256886,Do No Harm,Movie,90,2020,PG-13,7.7,Crime,Amazon Prime
tt5960374,Vox Lux,Movie,110,2018,R,5.8,Drama,Amazon Prime
tt0449228,Dosti: Friends Forever,Movie,130,2005,G,5.5,Drama,Amazon Prime
tt0262430,Gaayam,Movie,136,1993,G,7.2,Action,Amazon Prime
tt4689108,Khiladi,Movie,146,2013,PG-13,6,Action,Amazon Prime
tt2402631,I.D.,Movie,83,2012,G,6.9,Drama,Amazon Prime
tt1407978,Eradu Kanasu,Movie,140,1974,G,7.7,Drama,Amazon Prime
tt5215952,The Wailing,Movie,149,2016,R,7.5,Horror,Amazon Prime
tt0971222,Vennela,Movie,129,2005,PG-13,7,Romance,Amazon Prime
tt1438176,Fright Night,Movie,116,2011,R,6.4,Comedy,Amazon Prime
tt9614994,Rabb Da Radio 2,Movie,129,2019,G,7.1,Drama,Amazon Prime
tt0471862,Pournami,Movie,160,2006,G,5.8,Action,Amazon Prime
tt0256692,Chori Chori Chupke Chupke,Movie,159,2001,PG-13,5.4,Comedy,Amazon Prime
tt5357154,Lost and Found,Movie,91,2016,PG,5.3,Family,Amazon Prime
tt6015822,Siddhartha,Movie,124,2016,R,5.3,Drama,Amazon Prime
tt7334528,Uncle Drew,Movie,103,2018,PG-13,5.8,Comedy,Amazon Prime
tt5013008,Fraud Saiyaan,Movie,117,2019,PG-13,4.3,Comedy,Amazon Prime
tt5668770,Mardaani 2,Movie,103,2019,PG-13,7.4,Action,Amazon Prime
tt0262308,Brindavanam,Movie,142,1992,G,7.3,Comedy,Amazon Prime
tt7881524,Arjun Patiala,Movie,106,2019,PG-13,4.3,Action,Amazon Prime
tt0292023,Irupatham Noottandu,Movie,133,1987,G,7.7,Drama,Amazon Prime
tt0438488,Terminator Salvation,Movie,114,2009,PG-13,6.5,Action,Amazon Prime
tt1712192,Message from the King,Movie,106,2016,PG-13,6.4,Action,Amazon Prime
tt0089959,Sanjog,Movie,148,1985,G,6.9,Drama,Amazon Prime
tt1253864,Immortals,Movie,105,2011,R,6,Action,Amazon Prime
tt0327761,Gemini,Movie,150,2002,PG-13,6.2,Action,Amazon Prime
tt5716848,Where's the Money,Movie,85,2017,R,5.2,Comedy,Amazon Prime
tt7394406,The Landlord,Movie,86,2017,PG-13,5.3,Thriller,Amazon Prime
tt1541160,Flypaper,Movie,87,2011,PG-13,6.4,Comedy,Amazon Prime
tt0309926,Noorie,Movie,120,1979,PG-13,6,Drama,Amazon Prime
tt0108329,Thiruda Thiruda,Movie,170,1993,G,7.2,Action,Amazon Prime
tt5542802,Raabta,Movie,144,2017,PG-13,5.2,Action,Amazon Prime
tt0234697,Server Sundaram,Movie,159,1964,G,7.8,Comedy,Amazon Prime
tt6555590,10th July,Movie,127,2014,G,5.1,Drama,Amazon Prime
tt0174480,Autumn in New York,Movie,104,2000,PG-13,5.6,Drama,Amazon Prime
tt1183946,The Stoneman Murders,Movie,94,2009,PG-13,7.4,Crime,Amazon Prime
tt4651472,A Thin Wall,Movie,65,2015,G,8.2,Documentary,Amazon Prime
tt0271607,Kuttettan,Movie,133,1990,G,6.3,Comedy,Amazon Prime
tt8873348,Boyz 2,Movie,139,2018,R,6.8,Comedy,Amazon Prime
tt0319813,Mannan,Movie,153,1992,G,7.2,Action,Amazon Prime
tt4960754,Kadhal Sadugudu,Movie,140,2003,R,5.6,Action,Amazon Prime
tt0478134,In the Valley of Elah,Movie,121,2007,R,7.1,Crime,Amazon Prime
tt11536072,Gauthamante Radham,Movie,126,2020,G,6.3,Comedy,Amazon Prime
tt5467458,Wake Up Singh,Movie,108,2016,PG-13,5.8,Drama,Amazon Prime
tt2190196,Celluloid Man,Movie,156,2012,G,7.8,Documentary,Amazon Prime
tt0476884,Taxi No. 9 2 11: Nau Do Gyarah,Movie,115,2006,PG-13,7.3,Comedy,Amazon Prime
tt0280237,Big Brother,Movie,162,2020,PG-13,2.4,Game-Show,Amazon Prime
tt6541008,C/O Saira Banu,Movie,154,2017,G,6.5,Comedy,Amazon Prime
tt1252292,Hanste Khelte,Movie,108,1984,G,5.7,Crime,Amazon Prime
tt6982254,To Let,Movie,95,2019,G,8,Family,Amazon Prime
tt1213648,London Boulevard,Movie,97,2010,R,6.2,Crime,Amazon Prime
tt4844720,Bhay,Movie,124,2018,PG-13,4.5,Thriller,Amazon Prime
tt0235609,Mullum Malarum,Movie,135,1978,G,8.3,Drama,Amazon Prime
tt0355910,Pralaya Rudrudu,Movie,143,1982,G,8.2,\N,Amazon Prime
tt10585038,Bhoot Chaturdashi,Movie,98,2019,PG-13,3.3,Horror,Amazon Prime
tt1297919,Blitz,Movie,93,2011,R,6.2,Action,Amazon Prime
tt1380129,Jimmy Gallu,Movie,127,1982,G,6.2,\N,Amazon Prime
tt1579622,Maga Rayudu,Movie,146,1994,G,6.2,Drama,Amazon Prime
tt13105536,Gatham,Movie,101,2020,R,6.3,Thriller,Amazon Prime
tt4190220,Zed Plus,Movie,132,2014,PG-13,6.5,Comedy,Amazon Prime
tt1228966,Collector Garu,Movie,141,1997,G,4.7,Action,Amazon Prime
tt3084502,Jatt Airways,Movie,135,2013,G,4.4,Comedy,Amazon Prime
tt8142712,Pornomochi,Movie,115,2018,G,6.5,Crime,Amazon Prime
tt2395469,Gully Boy,Movie,154,2019,PG-13,7.9,Drama,Amazon Prime
tt0493417,Fool N Final,Movie,138,2007,G,3.4,Action,Amazon Prime
tt1230544,Konchem Ishtam Konchem Kashtam,Movie,158,2009,G,7,Romance,Amazon Prime
tt4773112,Bindaas,Movie,152,2014,PG-13,4.9,Action,Amazon Prime
tt11470272,India vs England,Movie,134,2020,PG-13,5.9,Drama,Amazon Prime
tt0432047,Sarkar,Movie,119,2005,PG-13,7.6,Action,Amazon Prime
tt5090136,Colour Balloon,Movie,124,2014,G,6.3,Drama,Amazon Prime
tt0292332,Vietnam Colony,Movie,147,1992,G,7.8,Action,Amazon Prime
tt1772872,Game,Movie,134,2011,PG-13,5.2,Action,Amazon Prime
tt0209163,The Mummy Returns,Movie,129,2001,R,6.4,Action,Amazon Prime
tt8093952,Padi Padi Leche Manasu,Movie,152,2018,PG-13,6.4,Drama,Amazon Prime
tt1772264,Stonehearst Asylum,Movie,108,2014,PG-13,6.8,Drama,Amazon Prime
tt0091258,Ilzaam,Movie,146,1986,G,5.9,Drama,Amazon Prime
tt0244058,Mangalam Nerunnu,Movie,156,1984,G,5.1,\N,Amazon Prime
tt6018306,Last Flag Flying,Movie,124,2017,R,6.9,Comedy,Amazon Prime
tt0309731,Jeevana Chakra,Movie,144,1985,G,7.9,Drama,Amazon Prime
tt0457875,Ek Ajnabee,Movie,137,2005,PG-13,5.2,Action,Amazon Prime
tt0944835,Salt,Movie,100,2010,PG-13,6.4,Action,Amazon Prime
tt8108034,Nota,Movie,145,2018,G,6.4,Drama,Amazon Prime
tt6359618,Power,Movie,156,2017,PG-13,7.8,Comedy,Amazon Prime
tt6400696,Oh Yaara Ainvayi Ainvayi Lut Gaya,Movie,123,2015,G,4,Romance,Amazon Prime
tt8615466,Rubberband,Movie,30,2018,PG-13,6.1,Crime,Amazon Prime
tt3284238,Elar Char Adhyay,Movie,104,2012,PG-13,5.5,Drama,Amazon Prime
tt0322788,Ishtam,Movie,153,2001,G,6.9,Comedy,Amazon Prime
tt4779682,The Meg,Movie,113,2018,PG-13,5.6,Action,Amazon Prime
tt10752082,Big in Japan,Movie,55,2019,PG-13,2.6,Action,Amazon Prime
tt6420830,Appatlo Okadundevadu,Movie,123,2016,PG-13,7.7,Drama,Amazon Prime
tt12275030,Mr. Family Man,Movie,55,2020,PG-13,6.9,Comedy,Amazon Prime
tt0810985,Neranja Manasu,Movie,159,2004,G,2.9,Action,Amazon Prime
tt0301810,Sawaal,Movie,129,1982,PG,6,Drama,Amazon Prime
tt10087396,Hrudayat Something Something,Movie,124,2018,PG-13,5.6,Comedy,Amazon Prime
tt9640868,The Grudge,Movie,93,2019,R,8,Crime,Amazon Prime
tt7493726,Pistha,Movie,152,1997,G,7.1,Comedy,Amazon Prime
tt0231468,Do Bachche Dus Haath,Movie,124,1972,G,6.6,Drama,Amazon Prime
tt6041344,Family Katta,Movie,124,2016,G,7.5,Family,Amazon Prime
tt10197858,Annayya,Movie,147,1993,G,7.3,\N,Amazon Prime
tt4425200,John Wick: Chapter 2,Movie,122,2017,R,7.5,Action,Amazon Prime
tt2671706,Fences,Movie,138,2016,G,7.2,Drama,Amazon Prime
tt10080924,Sweater,Movie,116,2019,PG-13,7.3,Drama,Amazon Prime
tt0255295,Kannezhuthi Pottum Thottu,Movie,129,1999,R,7,Thriller,Amazon Prime
tt0273707,Khatarnak,Movie,141,2000,PG-13,6.2,Comedy,Amazon Prime
tt0262447,Gorintaku,Movie,135,1979,G,7.7,Drama,Amazon Prime
tt3499096,Race,Movie,129,2016,PG-13,7.1,Biography,Amazon Prime
tt1686821,Vampire Academy,Movie,104,2014,R,5.5,Action,Amazon Prime
tt7856176,Shaadi Teri Bajayenge Hum Band,Movie,128,2018,PG-13,5,Comedy,Amazon Prime
tt8490276,Zelya,Movie,86,2018,G,8.1,Drama,Amazon Prime
tt6989454,Ebong Bisarjan,Movie,100,2012,PG-13,6.3,Drama,Amazon Prime
tt5658580,Romeo & Radhika,Movie,155,2016,PG-13,5.9,Comedy,Amazon Prime
tt6045940,On the Yeti Trail,Movie,53,2014,PG-13,5.1,Documentary,Amazon Prime
tt0071714,Kasauti,Movie,142,1974,G,5.9,Drama,Amazon Prime
tt5928556,Rokto,Movie,130,2016,PG-13,5.9,Action,Amazon Prime
tt8202612,Satyameva Jayate,Movie,139,2018,R,5.7,Action,Amazon Prime
tt0337971,Deewangee,Movie,157,2002,PG-13,6.6,Crime,Amazon Prime
tt0154159,Apoorva Raagangal,Movie,130,1975,G,7.5,Drama,Amazon Prime
tt1740710,Mere Brother Ki Dulhan,Movie,139,2011,PG-13,5.8,Comedy,Amazon Prime
tt14728334,Diggajaru,Movie,159,2001,G,7.8,Drama,Amazon Prime
tt1130884,Shutter Island,Movie,138,2010,R,8.2,Mystery,Amazon Prime
tt1728239,Double Dhamaal,Movie,132,2011,PG-13,3.8,Comedy,Amazon Prime
tt0988045,Sherlock Holmes,Movie,128,2009,PG-13,7.6,Action,Amazon Prime
tt1985949,The Angry Birds Movie,Movie,97,2016,PG,6.3,Adventure,Amazon Prime
tt1785538,Road to Ladakh,Movie,48,2003,R,6.1,Drama,Amazon Prime
tt0109307,Blue Tiger,Movie,88,1994,PG-13,5.5,Action,Amazon Prime
tt0074653,The Human Tornado,Movie,95,1976,R,6.1,Action,Amazon Prime
tt0451702,Devrai,Movie,122,2004,PG-13,7.8,Drama,Amazon Prime
tt4144190,Wiener-Dog,Movie,88,2016,R,5.9,Comedy,Amazon Prime
tt0481053,Agninakshathram,Movie,136,2004,G,3.1,Action,Amazon Prime
tt3548416,Marriage Da Garriage,Movie,142,2014,G,5.2,Comedy,Amazon Prime
tt1404573,Daddy Cool: Join the Fun,Movie,102,2009,PG-13,3.8,Comedy,Amazon Prime
tt0585875,Black Market,Movie,109,1967,G,7.7,Adventure,Amazon Prime
tt7098658,Raazi,Movie,137,2018,PG-13,7.8,Action,Amazon Prime
tt9419628,Sarva Line Vyasta Aahet,Movie,126,2019,PG-13,5.8,Comedy,Amazon Prime
tt0120157,Soldier,Movie,155,1998,PG-13,6,Action,Amazon Prime
tt0214073,Sangamam,Movie,151,1999,G,6.4,Drama,Amazon Prime
tt0282687,Life or Something Like It,Movie,103,2002,PG-13,5.8,Comedy,Amazon Prime
tt0292246,Spadikam,Movie,145,1995,G,8.6,Action,Amazon Prime
tt6099884,Daffedar,Movie,153,2016,G,5.7,Drama,Amazon Prime
tt6925998,Bandini,Movie,131,1989,G,6.7,Drama,Amazon Prime
tt0462041,Sultaan,Movie,131,2000,R,5.6,Action,Amazon Prime
tt0097576,Indiana Jones and the Last Crusade,Movie,126,1989,G,8.2,Action,Amazon Prime
tt0158292,Tulsi Vivah,Movie,162,1971,G,6.6,Adventure,Amazon Prime
tt9729774,Sapthagiri LLB,Movie,132,2017,PG-13,7.4,Comedy,Amazon Prime
tt2016894,Ek Tha Tiger,Movie,132,2012,PG-13,5.5,Action,Amazon Prime
tt8016356,Bheemasena Nalamaharaja,Movie,140,2020,PG-13,6.9,Drama,Amazon Prime
tt0110632,Natural Born Killers,Movie,118,1994,R,7.3,Action,Amazon Prime
tt5785116,Begum Jaan,Movie,127,2017,R,5.5,Action,Amazon Prime
tt0360650,Humkadam,Movie,123,1980,G,6.6,Drama,Amazon Prime
tt0274166,Johnny English,Movie,87,2003,G,6.2,Action,Amazon Prime
tt8649454,Bluff Master,Movie,148,2018,PG-13,6.5,Crime,Amazon Prime
tt6900482,Diba Ratrir Kabya,Movie,84,1970,PG-13,8.2,Comedy,Amazon Prime
tt6829596,Endrendrum Kadhal,Movie,144,1999,G,7.5,Drama,Amazon Prime
tt1345777,Ishqiya,Movie,110,2010,R,7.3,Comedy,Amazon Prime
tt0355631,Kaliveedu,Movie,126,1996,G,6.1,Comedy,Amazon Prime
tt0765476,Meet Dave,Movie,90,2008,PG-13,5,Adventure,Amazon Prime
tt5052972,Yaara Silly Silly,Movie,106,2015,R,5.6,Romance,Amazon Prime
tt0300575,Trishagni,Movie,118,1988,PG,7.3,Drama,Amazon Prime
tt0479751,Sivaji,Movie,188,2007,G,7.5,Action,Amazon Prime
tt5068892,Kerry on Kutton,Movie,119,2016,R,5.7,Drama,Amazon Prime
tt0472399,The Mechanic,Movie,88,2011,R,6.6,Action,Amazon Prime
tt0432090,Bunny,Movie,133,2005,G,5.8,Action,Amazon Prime
tt11247252,Babru,Movie,106,2019,PG-13,6.7,Thriller,Amazon Prime
tt1609119,Happy Husbands,Movie,157,2010,G,5.7,Comedy,Amazon Prime
tt1822266,Mumbai Pune Mumbai,Movie,106,2010,G,8,Drama,Amazon Prime
tt7229088,Sin City: A Dame to Kill For,Movie,98,2014,R,8,Comedy,Amazon Prime
tt8836988,Avengement,Movie,88,2019,R,6.6,Action,Amazon Prime
tt0155805,Khote Sikkay,Movie,125,1974,R,6.2,Action,Amazon Prime
tt0106203,Aaina,Movie,149,1993,PG-13,6,Drama,Amazon Prime
tt8983182,Ye Re Ye Re Paisa 2,Movie,134,2019,PG-13,5.2,Drama,Amazon Prime
tt0355984,Sakshyam,Movie,131,1995,G,4.4,Drama,Amazon Prime
tt1275863,Love Aaj Kal,Movie,128,2009,G,6.8,Comedy,Amazon Prime
tt0299108,Rehnaa Hai Terre Dil Mein,Movie,158,2001,G,7.6,Musical,Amazon Prime
tt7567288,Bailaras,Movie,132,2017,G,6.4,Drama,Amazon Prime
tt1408101,Star Trek Into Darkness,Movie,132,2013,PG-13,7.7,Action,Amazon Prime
tt0281157,Sakalakala Vallavan,Movie,137,1982,G,6.6,Action,Amazon Prime
