movieId,title,genres,rating
1,Toy Story,Adventure|Animation|Children|Comedy|Fantasy,3.893707794587238
2,Jumanji,Adventure|Children|Fantasy,3.2515271586594023
3,Grumpier Old Men,Comedy|Romance,3.142028126058963
4,Waiting to Exhale,Comedy|Drama|Romance,2.85354736424891
5,Father of the Bride Part II,Comedy,3.0584343520573674
6,Heat,Action|Crime|Thriller,3.854908898649748
7,Sabrina,Comedy|Romance,3.3636663369601054
8,Tom and Huck,Adventure|Children,3.1145833333333335
9,Sudden Death,Action,2.992050660199407
10,GoldenEye,Action|Adventure|Thriller,3.42145763311516
11,"American President, The",Comedy|Drama|Romance,3.6571705198920315
12,Dracula: Dead and Loving It,Comedy|Horror,2.6245656241646618
13,Balto,Adventure|Animation|Children,3.333527696793003
14,Nixon,Drama,3.4234888364494465
15,Cutthroat Island,Action|Adventure|Romance,2.7190217391304348
16,Casino,Crime|Drama,3.8237068028689416
17,Sense and Sensibility,Drama|Romance,3.948806325713417
18,Four Rooms,Comedy,3.3843505768515074
19,Ace Ventura: When Nature Calls,Comedy,2.6421677802524126
20,Money Train,Action|Comedy|Crime|Drama|Thriller,2.869921875
21,Get Shorty,Comedy|Crime|Thriller,3.5701620505454055
22,Copycat,Crime|Drama|Horror|Mystery|Thriller,3.3200173216412256
23,Assassins,Action|Crime|Thriller,3.145691333982473
24,Powder,Drama|Sci-Fi,3.18758389261745
25,Leaving Las Vegas,Drama|Romance,3.677304434479322
26,Othello,Drama,3.606708513142409
27,Now and Then,Children|Drama,3.4039315155358274
28,Persuasion,Drama|Romance,4.03
29,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,3.936724864539434
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,3.6367924528301887
31,Dangerous Minds,Drama,3.244838567977158
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,3.9057678412037236
33,Wings of Courage,Adventure|Romance|IMAX,3.023076923076923
34,Babe,Children|Drama,3.6031917599186163
35,Carrington,Drama|Romance,3.4792899408284024
36,Dead Man Walking,Crime|Drama,3.91868681658758
37,Across the Sea of Time,Documentary|IMAX,2.993333333333333
38,It Takes Two,Children|Comedy,2.870839936608558
39,Clueless,Comedy|Romance,3.4187380861608845
40,"Cry, the Beloved Country",Drama,3.6267252195734003
41,Richard III,Drama|War,3.843413033286451
42,Dead Presidents,Action|Crime|Drama,3.0495652173913044
43,Restoration,Drama,3.4499566724436743
44,Mortal Kombat,Action|Adventure|Fantasy,2.6546241414996707
45,To Die For,Comedy|Drama|Thriller,3.382907947260191
46,How to Make an American Quilt,Drama|Romance,3.2634129456559364
47,Seven (a.k.a. Se7en),Mystery|Thriller,4.0791663372598626
48,Pocahontas,Animation|Children|Drama|Musical|Romance,2.9777505385929723
49,When Night Is Falling,Drama|Romance,3.5197368421052633
50,"Usual Suspects, The",Crime|Mystery|Thriller,4.284353213163313
51,Guardian Angel,Action|Drama|Thriller,2.607142857142857
52,Mighty Aphrodite,Comedy|Drama|Romance,3.532892426548051
53,Lamerica,Adventure|Drama,3.6496350364963503
54,"Big Green, The",Children|Comedy,2.8411316648531013
55,Georgia,Drama,3.220329024676851
56,Kids of the Round Table,Adventure|Children|Comedy|Fantasy,1.9153846153846155
57,Home for the Holidays,Drama,3.320438282647585
58,"Postman, The (Postino, Il)",Comedy|Drama|Romance,3.9679004101879234
59,"Confessional, The (Confessionnal, Le)",Drama|Mystery,3.56353591160221
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,3.0958892617449663
61,Eye for an Eye,Drama|Thriller,3.3160919540229883
62,Mr. Holland's Opus,Drama,3.715354676022366
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,3.083904109589041
64,Two if by Sea,Comedy|Romance,2.81395966029724
65,Bio-Dome,Comedy,2.37025520051469
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,2.1376975169300225
67,Two Bits,Drama,3.2975460122699385
68,French Twist (Gazon maudit),Comedy|Romance,3.4301601423487544
69,Friday,Comedy,3.5583216456287987
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,3.326568919110356
71,Fair Game,Action,2.34567387687188
72,Kicking and Screaming,Comedy|Drama,3.4868532654792195
73,"Misérables, Les",Drama|War,3.796035568729159
74,Bed of Roses,Drama|Romance,3.2880989180834623
75,Big Bully,Comedy|Drama,2.429657794676806
76,Screamers,Action|Sci-Fi|Thriller,3.010046367851623
77,Nico Icon,Documentary,3.4028436018957344
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,3.152790079716563
79,"Juror, The",Drama|Thriller,3.1199367713890536
80,"White Balloon, The (Badkonake sefid)",Children|Drama,3.7495145631067963
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,3.2527435982707016
82,Antonia's Line (Antonia),Comedy|Drama,3.9923513986013988
83,Once Upon a Time... When We Were Colored,Drama|Romance,3.644320297951583
84,Last Summer in the Hamptons,Comedy|Drama,3.358156028368794
85,Angels and Insects,Drama|Romance,3.526833265055305
86,White Squall,Action|Adventure|Drama,3.4766641162968632
87,Dunston Checks In,Children|Comedy,2.349680170575693
88,Black Sheep,Comedy,3.107188160676533
89,Nick of Time,Action|Thriller,3.1294022617124395
90,The Journey of August King,Drama,3.3333333333333335
92,Mary Reilly,Drama|Horror|Thriller,2.8500473036896876
93,Vampire in Brooklyn,Comedy|Horror|Romance,2.4919938016528924
94,Beautiful Girls,Comedy|Drama|Romance,3.5279255319148937
95,Broken Arrow,Action|Adventure|Thriller,3.077245421955237
96,In the Bleak Midwinter,Comedy|Drama,3.7004504504504503
97,"Hate (Haine, La)",Crime|Drama,3.9862332695984706
98,Shopping,Action|Thriller,2.5963855421686746
99,Heidi Fleiss: Hollywood Madam,Documentary,3.1010479041916166
100,City Hall,Drama|Thriller,3.2212201591511938
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,3.7673501577287065
102,Mr. Wrong,Comedy,2.4106463878326996
103,Unforgettable,Mystery|Sci-Fi|Thriller,3.2552581261950286
104,Happy Gilmore,Comedy,3.3943981240229286
105,"Bridges of Madison County, The",Drama|Romance,3.3332222962469467
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,3.436
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,3.2168744804655027
108,Catwalk,Documentary,3.0739130434782607
109,Headless Body in Topless Bar,Comedy|Drama|Thriller,2.0625
110,Braveheart,Action|Drama|War,4.002272573668559
111,Taxi Driver,Crime|Drama|Thriller,4.083479216009336
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,3.40623288921336
113,Before and After,Drama|Mystery,3.101010101010101
114,Margaret's Museum,Drama,3.5891304347826085
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,3.5348837209302326
116,Anne Frank Remembered,Documentary,3.9114285714285715
117,"Young Poisoner's Handbook, The",Crime|Drama,3.574430823117338
118,If Lucy Fell,Comedy|Romance,2.9854368932038833
119,"Steal Big, Steal Little",Comedy,2.733739837398374
120,Race the Sun,Adventure|Comedy|Drama,2.841549295774648
121,"Boys of St. Vincent, The",Drama,3.74869109947644
122,Boomerang,Comedy|Romance,2.8593924191750277
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,3.9913693901035674
